state,city,card_provider,response_code,amount
California,Mountain View,AMEX,Incorrect PIN,1279.082689
Washington,Redmond,MASTERCARD,Approved,3244.748634
California,Menlo Park,VISA,Approved,3264.408085
California,Mountain View,VISA,Approved,15003.48521
Washington,Redmond,VISA,Approved,1134.668865
California,Mountain View,DISCOVER,Approved,320.062793
Ohio,Cincinnati,MASTERCARD,Approved,6495.329442
California,Mountain View,VISA,Approved,1048.869269
California,Santa Clara,AMEX,Approved,84.2325199
California,Santa Clara,VISA,Approved,1381.356197
California,Santa Clara,MASTERCARD,Approved,690.5593921
Washington,Redmond,MASTERCARD,Approved,2576.521699
Florida,Zephyrhills,MASTERCARD,Approved,631.4710644
California,Menlo Park,VISA,Approved,860.608237
Washington,Redmond,VISA,Approved,3124.378525
Virginia,Ashburn,AMEX,Approved,4937.309454
Virginia,Ashburn,MASTERCARD,Approved,413.9471602
Washington,Seattle,MASTERCARD,Approved,2132.584132
Washington,Redmond,VISA,Approved,2068.001603
Texas,Fort Worth,VISA,Approved,3506.597851
California,Mountain View,VISA,Approved,3258.17783
California,Sunnyvale,VISA,Approved,4370.300164
Tennessee,Memphis,VISA,Approved,3.685618101
Ohio,Cincinnati,DISCOVER,Approved,841.758208
Delaware,Wilmington,MASTERCARD,Approved,1863.130729
Washington,Renton,VISA,Approved,746.7985219
California,San Jose,AMEX,Approved,1299.672917
California,Mountain View,MASTERCARD,Approved,5346.072604
Utah,Providence,VISA,Approved,908.6371621
California,Mountain View,MASTERCARD,Do not honor,38.74410253
California,Mountain View,VISA,Insufficient funds,5092.090919
Florida,Miami,MASTERCARD,Approved,3604.449609
Washington,Redmond,AMEX,Approved,1910.818229
District of Columbia,Washington,VISA,Approved,1347.123675
Ohio,Cincinnati,VISA,Insufficient funds,685.4729449
Washington,Redmond,VISA,Approved,4231.49087
Virginia,Ashburn,AMEX,Insufficient funds,257.9581536
California,Mountain View,MASTERCARD,Approved,544.2700154
California,Mountain View,AMEX,Approved,1436.334559
Ohio,Cincinnati,AMEX,Approved,26.2463023
Washington,Seattle,AMEX,Approved,105.084897
Washington,Redmond,VISA,Approved,742.4537755
California,Mountain View,VISA,Approved,1019.241721
Ohio,Cincinnati,MASTERCARD,Do not honor,342.5237778
California,Mountain View,VISA,Insufficient funds,2504.83216
California,Mountain View,MASTERCARD,Incorrect PIN,3383.562055
California,Patterson,VISA,PIN tries exceeded,79.26017666
Washington,Redmond,AMEX,Approved,49.02010591
California,Mountain View,DISCOVER,Approved,2397.723918
California,Mountain View,MASTERCARD,Approved,941.0847219
California,Mountain View,AMEX,Do not honor,1529.063294
Ohio,Cincinnati,AMEX,Approved,6155.752954
California,Mountain View,AMEX,Approved,7803.802703
Washington,Redmond,MASTERCARD,Insufficient funds,3061.200491
Washington,Redmond,MASTERCARD,Approved,43.09287672
Virginia,Ashburn,VISA,Approved,1085.479337
Washington,Redmond,VISA,Do not honor,471.3838816
Arizona,Buckeye,MASTERCARD,Approved,1241.693361
California,Mountain View,MASTERCARD,Approved,95.09919386
California,Mountain View,VISA,Do not honor,2130.027524
California,Mountain View,VISA,Insufficient funds,1660.634499
Washington,Seattle,MASTERCARD,Approved,532.6707349
California,Mountain View,MASTERCARD,Approved,4251.739157
Illinois,Chicago,AMEX,Approved,165.6819809
Missouri,Kansas City,AMEX,Incorrect PIN,2827.88276
New York,Albany,VISA,Approved,1086.167547
Virginia,Chantilly,VISA,Approved,865.5390701
Washington,Redmond,VISA,Approved,3480.330361
California,San Francisco,VISA,Do not honor,72.23050698
Ohio,Cincinnati,VISA,Insufficient funds,4905.210945
Virginia,Ashburn,VISA,Approved,474.0376994
Washington,Redmond,MASTERCARD,Approved,67.9546875
Virginia,Ashburn,MASTERCARD,Approved,61.40242389
Virginia,Ashburn,MASTERCARD,Approved,354.6370227
Washington,Redmond,AMEX,Approved,1086.461615
North Carolina,Raleigh,MASTERCARD,Approved,910.7715488
California,Mountain View,MASTERCARD,Approved,1151.991941
California,Mountain View,VISA,Approved,8158.399149
Washington,Redmond,VISA,Insufficient funds,404.8416304
Ohio,Cincinnati,MASTERCARD,Approved,1421.372899
Washington,Redmond,AMEX,Insufficient funds,3322.813067
California,Mountain View,MASTERCARD,Approved,1532.772537
Virginia,Ashburn,VISA,Do not honor,6579.354698
California,Menlo Park,AMEX,Incorrect PIN,679.701747
California,Mountain View,MASTERCARD,Approved,4093.602024
California,Mountain View,MASTERCARD,Insufficient funds,104.6079178
Virginia,Chantilly,VISA,Approved,3524.430489
California,San Jose,MASTERCARD,Approved,1744.464367
New Jersey,Matawan,AMEX,Approved,1890.76067
Washington,Redmond,DISCOVER,Insufficient funds,561.7903078
California,Menlo Park,AMEX,Approved,1378.993627
Ohio,Cincinnati,AMEX,Insufficient funds,4663.786356
California,Menlo Park,AMEX,Approved,372.4292547
Washington,Redmond,VISA,Do not honor,2898.360103
California,Mountain View,MASTERCARD,Approved,4023.982151
Washington,Seattle,VISA,Insufficient funds,1311.944976
Virginia,Ashburn,VISA,Approved,165.7959991
New Mexico,Albuquerque,VISA,Do not honor,2237.941145
New York,New York,MASTERCARD,Insufficient funds,750.3707788
Virginia,Ashburn,MASTERCARD,Approved,2379.081799
Washington,Seattle,MASTERCARD,Approved,219.2417882
Ohio,Cincinnati,AMEX,Do not honor,3701.65074
California,Menlo Park,MASTERCARD,Insufficient funds,1428.063791
Washington,Redmond,MASTERCARD,Incorrect PIN,636.718115
California,Mountain View,VISA,Approved,656.1105835
Washington,Redmond,AMEX,Do not honor,2001.91798
Ohio,Cincinnati,VISA,Insufficient funds,3068.455007
Florida,Miami,DISCOVER,Incorrect PIN,1216.64075
Ohio,Cincinnati,VISA,Approved,587.9016931
Washington,Redmond,VISA,Insufficient funds,4688.366765
Pennsylvania,Philadelphia,MASTERCARD,Incorrect PIN,3240.627961
Ohio,Cincinnati,AMEX,Approved,1017.929268
California,Mountain View,VISA,Approved,1298.75655
Ohio,Cincinnati,VISA,Insufficient funds,2150.393985
Nebraska,Omaha,VISA,Approved,3422.309149
New Jersey,Absecon,DISCOVER,Insufficient funds,299.931265
Washington,Redmond,MASTERCARD,Approved,3993.722533
Illinois,Ingleside,MASTERCARD,Approved,378.2837487
California,Mountain View,MASTERCARD,Approved,5087.737925
Washington,Redmond,AMEX,Do not honor,265.2793481
Washington,Redmond,MASTERCARD,Incorrect PIN,1244.441693
Washington,Redmond,AMEX,Approved,160.3703089
Washington,Redmond,VISA,Do not honor,1075.068158
Texas,El Paso,VISA,Approved,2027.518574
California,Mountain View,AMEX,Incorrect PIN,2920.142098
Mississippi,Biloxi,AMEX,Approved,1102.941545
California,Mountain View,MASTERCARD,Approved,8955.823183
California,Modesto,MASTERCARD,Do not honor,4737.75689
Oklahoma,Oklahoma City,VISA,Approved,216.5343506
California,Mountain View,AMEX,Incorrect PIN,4148.655179
Ohio,Cincinnati,MASTERCARD,Approved,3876.978845
Washington,Redmond,VISA,Approved,2201.24786
Virginia,Ashburn,MASTERCARD,Approved,540.820014
Texas,Pflugerville,VISA,Approved,6498.077339
Virginia,Ashburn,MASTERCARD,Approved,960.3955632
Montana,Bozeman,MASTERCARD,Approved,859.2831887
Ohio,Cincinnati,AMEX,Do not honor,5853.924521
California,Sacramento,VISA,Approved,1958.389668
California,Mountain View,VISA,Do not honor,1180.822968
California,Mountain View,MASTERCARD,Approved,906.0731615
California,Mountain View,VISA,Do not honor,7676.240333
California,Menlo Park,VISA,Insufficient funds,2766.904169
Missouri,Springfield,VISA,Incorrect PIN,1857.089523
Mississippi,Biloxi,MASTERCARD,Approved,2745.661271
Ohio,Cincinnati,MASTERCARD,Invalid merchant,637.5977769
California,Mountain View,DISCOVER,Incorrect PIN,1429.896861
California,Mountain View,VISA,Approved,3282.036915
California,Mountain View,VISA,Insufficient funds,38.19868322
California,Mountain View,DISCOVER,Approved,415.1063304
Virginia,Ashburn,VISA,Do not honor,1683.601491
Ohio,Cincinnati,VISA,Issuer unavailable,2230.596929
Virginia,Ashburn,AMEX,Approved,794.1165585
California,Mountain View,VISA,Approved,968.6046793
California,Mountain View,AMEX,Approved,1941.869532
Louisiana,Arcadia,MASTERCARD,Approved,4276.043304
Washington,Redmond,AMEX,Insufficient funds,831.8082496
Washington,Redmond,VISA,Approved,501.8087599
Washington,Seattle,VISA,Invalid merchant,2281.380818
California,Menlo Park,VISA,Do not honor,2867.07889
Washington,Redmond,MASTERCARD,Insufficient funds,211.4444392
Washington,Redmond,MASTERCARD,Incorrect PIN,59.42209245
Texas,San Antonio,MASTERCARD,PIN tries exceeded,349.119341
Washington,Redmond,DISCOVER,Issuer unavailable,223.1843451
California,San Francisco,MASTERCARD,Approved,2898.530153
Virginia,Ashburn,MASTERCARD,Do not honor,1176.540012
Ohio,Cincinnati,MASTERCARD,Approved,11749.06114
Virginia,Ashburn,MASTERCARD,Insufficient funds,126.1577524
Virginia,Ashburn,MASTERCARD,Approved,6895.100462
Virginia,Ashburn,VISA,Do not honor,2061.65775
Virginia,Ashburn,AMEX,Incorrect PIN,128.8758445
California,Menlo Park,MASTERCARD,Approved,3094.908272
Washington,Seattle,DISCOVER,Do not honor,1375.646502
Ohio,Cincinnati,VISA,Invalid transaction,3475.90428
California,Sunnyvale,VISA,Insufficient funds,3564.31901
California,Menlo Park,MASTERCARD,Incorrect PIN,316.2745914
California,Menlo Park,AMEX,PIN tries exceeded,1441.239563
Ohio,Cincinnati,VISA,Approved,5001.112151
Texas,Houston,DISCOVER,Do not honor,920.9877615
Washington,Seattle,MASTERCARD,Insufficient funds,5986.522486
Washington,Seattle,MASTERCARD,Incorrect PIN,246.3267927
Ohio,Cincinnati,VISA,Approved,33.13265125
California,Mountain View,VISA,Approved,4268.619609
California,Mountain View,VISA,Approved,56.23629754
California,Mountain View,MASTERCARD,Incorrect PIN,6611.29564
Wisconsin,Verona,MASTERCARD,Approved,638.6237104
Washington,Redmond,AMEX,Do not honor,14.40266214
California,Mountain View,VISA,Approved,2375.129455
Ohio,Cincinnati,VISA,Approved,594.4752294
California,Bellflower,AMEX,Approved,197.0572983
California,Menlo Park,VISA,Do not honor,5385.374886
Washington,Seattle,AMEX,Invalid card number,1462.718503
Virginia,Ashburn,AMEX,Insufficient funds,22.22886723
Massachusetts,Littleton,VISA,Incorrect PIN,711.9773827
Nevada,Las Vegas,MASTERCARD,Approved,902.8893146
California,Mountain View,VISA,Approved,2494.457245
Ohio,Cincinnati,VISA,Approved,981.6821615
Virginia,Ashburn,AMEX,Approved,2461.228152
California,Menlo Park,MASTERCARD,Approved,2676.771445
California,Sunnyvale,VISA,Approved,7989.265084
Arizona,Phoenix,VISA,Do not honor,2071.821196
Ohio,Cincinnati,VISA,Insufficient funds,3654.653214
Washington,Kenmore,VISA,Approved,2428.746922
California,Mountain View,VISA,Approved,968.5457547
California,San Francisco,MASTERCARD,Insufficient funds,1769.66867
Washington,Seattle,MASTERCARD,Do not honor,2192.033618
California,Mountain View,AMEX,Invalid transaction,214.2562822
Ohio,Cincinnati,AMEX,Stolen card - pick-up,5026.275044
California,Menlo Park,AMEX,Approved,11237.24902
California,Menlo Park,VISA,Do not honor,2538.460118
Washington,Seattle,MASTERCARD,Insufficient funds,3822.496599
California,Menlo Park,VISA,Approved,788.7382365
California,Redwood City,VISA,Approved,2474.4949
California,Mountain View,VISA,Approved,752.0683964
Washington,Seattle,MASTERCARD,Do not honor,8.869427448
Ohio,Cincinnati,VISA,Approved,693.1032278
Virginia,Ashburn,MASTERCARD,Approved,1440.393629
Ohio,Cincinnati,MASTERCARD,Do not honor,1100.850835
Texas,Plano,AMEX,Insufficient funds,924.5730754
Ohio,Cincinnati,DISCOVER,Approved,1386.776479
California,Mountain View,VISA,Approved,7713.988994
California,Mountain View,VISA,Approved,2277.931838
California,Mountain View,MASTERCARD,Approved,6805.424605
California,Mountain View,VISA,Approved,2192.203073
California,Mountain View,VISA,Insufficient funds,3203.51927
Ohio,Cincinnati,AMEX,Insufficient funds,850.4990474
California,Menlo Park,AMEX,Incorrect PIN,9574.074001
California,Mountain View,AMEX,Approved,5025.939386
California,Mountain View,AMEX,Approved,5676.226911
Ohio,Cincinnati,MASTERCARD,Approved,848.7040879
Pennsylvania,Clarks Summit,MASTERCARD,Approved,127.4403828
Pennsylvania,Clarks Summit,VISA,Approved,1032.636929
Texas,Houston,MASTERCARD,Approved,5792.156771
New Jersey,Absecon,VISA,Approved,2042.363765
Virginia,Ashburn,VISA,Approved,300.8323422
California,Anaheim,MASTERCARD,Approved,1039.101387
California,Mountain View,AMEX,Approved,568.3323128
Ohio,Cincinnati,MASTERCARD,Incorrect PIN,1674.710475
Pennsylvania,Pittsburgh,MASTERCARD,Approved,3785.799366
Washington,Redmond,AMEX,Approved,167.6584729
Oklahoma,Tulsa,MASTERCARD,Approved,588.7437866
Washington,Redmond,MASTERCARD,Do not honor,427.0497901
Virginia,Ashburn,MASTERCARD,Approved,4149.871013
California,Mountain View,AMEX,Approved,1703.301018
Ohio,Cincinnati,VISA,Approved,564.2911219
Texas,Arlington,VISA,Approved,622.1701864
Georgia,Atlanta,VISA,Approved,6726.735692
California,Menlo Park,MASTERCARD,Approved,2964.34466
California,Menlo Park,AMEX,Approved,2521.166803
California,Menlo Park,VISA,Approved,2514.627279
California,Menlo Park,MASTERCARD,Approved,347.0392451
California,Menlo Park,VISA,Approved,2399.915829
California,Menlo Park,AMEX,Approved,210.8626946
California,San Francisco,MASTERCARD,Approved,2209.573065
California,Menlo Park,VISA,Approved,343.6072515
California,Menlo Park,MASTERCARD,Approved,1420.391581
California,Menlo Park,VISA,Approved,311.8499533
California,Mountain View,MASTERCARD,Approved,553.1993284
California,Mountain View,DISCOVER,Approved,4168.787128
California,Paradise,AMEX,Approved,750.8149927
California,Sunnyvale,AMEX,Approved,32.84659865
Ohio,Cincinnati,VISA,Approved,1598.316272
California,Menlo Park,AMEX,Approved,8296.349795
California,Sunnyvale,AMEX,Approved,2885.840588
New York,New York,MASTERCARD,Approved,4800.518192
Ohio,Cincinnati,MASTERCARD,Approved,1514.479152
Washington,Redmond,VISA,Approved,526.896126
Washington,Seattle,VISA,Approved,992.0116005
California,Mountain View,DISCOVER,Do not honor,2531.969822
California,Mountain View,DISCOVER,Approved,4687.160311
Washington,Redmond,VISA,Approved,272.1092078
California,Mountain View,VISA,Approved,406.3782532
Virginia,Ashburn,AMEX,Approved,435.1316397
Washington,Redmond,VISA,Approved,678.4811116
California,Mountain View,MASTERCARD,Approved,3537.320731
Missouri,Kansas City,VISA,Approved,1392.041141
Oklahoma,Sapulpa,AMEX,Approved,1527.286898
Ohio,Cincinnati,VISA,Approved,927.4409356
Virginia,Ashburn,VISA,Approved,1847.756589
California,San Francisco,MASTERCARD,Insufficient funds,948.9692838
Wisconsin,Milwaukee,MASTERCARD,Issuer unavailable,946.4553118
California,Menlo Park,VISA,Approved,1.749786728
California,Menlo Park,MASTERCARD,Approved,37.90091921
California,Menlo Park,MASTERCARD,Approved,156.6230601
California,Mountain View,DISCOVER,Do not honor,807.4796044
Ohio,Cincinnati,VISA,Insufficient funds,2644.609705
California,San Francisco,MASTERCARD,Approved,118.6293243
Illinois,Chicago,MASTERCARD,Approved,1296.81924
Illinois,Minonk,DISCOVER,Approved,905.2413486
Ohio,Cincinnati,AMEX,Approved,193.1890836
California,San Francisco,VISA,Approved,1435.066012
California,Mountain View,AMEX,Approved,2517.411654
California,Mountain View,VISA,Approved,1057.013827
California,Mountain View,AMEX,Approved,1637.491931
Georgia,Augusta,DISCOVER,Approved,6099.767742
Ohio,Cincinnati,VISA,Approved,383.243276
New York,New York,VISA,Approved,3316.755163
California,Mountain View,DISCOVER,Approved,889.4278545
California,Mountain View,MASTERCARD,Approved,621.9848441
Massachusetts,Harvard,AMEX,Approved,1036.682972
Virginia,Ashburn,MASTERCARD,Approved,132.1461193
California,Mountain View,MASTERCARD,Insufficient funds,1484.688631
California,Mountain View,VISA,Approved,317.9323211
Texas,Houston,MASTERCARD,Approved,1618.759045
Ohio,Cincinnati,MASTERCARD,Approved,424.6957824
California,San Francisco,AMEX,Insufficient funds,741.0064726
California,Mountain View,AMEX,Incorrect PIN,135.7319168
Wisconsin,Milwaukee,MASTERCARD,Approved,813.9300168
Washington,Redmond,VISA,Approved,382.2835009
California,San Jose,MASTERCARD,Approved,2431.139198
California,Mountain View,AMEX,Approved,1724.600031
California,Mountain View,VISA,Approved,1072.613749
Washington,Redmond,VISA,Approved,2583.823206
Washington,Redmond,VISA,Approved,2842.209983
California,Menlo Park,AMEX,Approved,1512.75266
California,Mountain View,VISA,Approved,2101.429435
California,Mountain View,AMEX,Approved,6529.084885
California,Mountain View,MASTERCARD,Approved,8813.417826
Washington,Redmond,DISCOVER,Approved,124.4404382
Ohio,Cincinnati,VISA,Incorrect PIN,6107.30532
California,Mountain View,VISA,Approved,1669.096168
California,Mountain View,DISCOVER,Approved,1355.301165
California,Mountain View,MASTERCARD,Approved,1081.200725
California,Mountain View,AMEX,Incorrect PIN,48.14066496
California,Mountain View,DISCOVER,Approved,3463.891296
Ohio,Cincinnati,VISA,Approved,2349.345232
California,Mountain View,VISA,Approved,4889.117175
Washington,Seattle,MASTERCARD,Approved,137.804012
Washington,Seattle,AMEX,Approved,260.4141096
Virginia,Ashburn,VISA,Approved,1878.086949
Washington,Seattle,VISA,Approved,6009.785541
California,Mountain View,VISA,Approved,39.84213081
California,Mountain View,MASTERCARD,Approved,184.3896853
Washington,Redmond,VISA,Approved,1353.464858
California,Mountain View,MASTERCARD,Approved,1472.132328
Washington,Redmond,MASTERCARD,Restricted card,795.5106643
Virginia,Ashburn,AMEX,Approved,2735.320346
Virginia,Roanoke,VISA,Insufficient funds,4533.600733
Michigan,Midland,AMEX,Approved,925.9019102
California,Mountain View,AMEX,Invalid merchant,1778.960413
Washington,Seattle,VISA,Approved,342.1596173
California,Mountain View,VISA,Approved,1541.592433
Virginia,Ashburn,VISA,Approved,1821.455732
Ohio,Cincinnati,VISA,Approved,50.86056148
California,Mountain View,VISA,Do not honor,6143.834178
Washington,Redmond,MASTERCARD,Approved,500.6372172
California,Mountain View,DISCOVER,Approved,54.84146426
Washington,Seattle,VISA,Approved,863.9482574
Washington,Redmond,DISCOVER,Do not honor,79.11310935
California,Mountain View,MASTERCARD,Approved,1160.811537
California,Mountain View,MASTERCARD,Do not honor,8.058377403
California,Mountain View,DISCOVER,Approved,749.2559442
California,Mountain View,VISA,Approved,472.6043855
Washington,Redmond,MASTERCARD,Approved,1982.547661
California,Menlo Park,MASTERCARD,Insufficient funds,5512.505333
Virginia,Ashburn,MASTERCARD,Approved,648.1451362
California,Mountain View,AMEX,Approved,543.8882198
California,Mountain View,VISA,Approved,1917.246643
California,Mountain View,AMEX,Approved,85.96849353
Virginia,Palmyra,VISA,Approved,1465.516258
California,Sunnyvale,MASTERCARD,Approved,777.6747919
California,Mountain View,VISA,Do not honor,6899.00071
California,San Ramon,MASTERCARD,Invalid transaction,3115.610706
Ohio,Cincinnati,VISA,Insufficient funds,4.678804649
Washington,Seattle,MASTERCARD,Incorrect PIN,597.1597018
California,Mountain View,MASTERCARD,Restricted card,16.57458017
California,Mountain View,VISA,Approved,34.30917453
California,San Jose,VISA,Restricted card,59.46677921
Washington,Redmond,MASTERCARD,Approved,7966.676752
Ohio,Cincinnati,MASTERCARD,Do not honor,3131.569718
Washington,Redmond,MASTERCARD,Approved,220.5778619
Ohio,Cincinnati,MASTERCARD,Approved,1788.441862
Washington,Redmond,AMEX,Approved,186.6361184
Virginia,Ashburn,VISA,Do not honor,2182.740701
California,Sunnyvale,VISA,Approved,62.98997208
California,Mountain View,VISA,Approved,1361.03727
California,San Francisco,MASTERCARD,Incorrect PIN,2415.318892
California,Menlo Park,MASTERCARD,Approved,1346.803738
California,Mountain View,VISA,Approved,179.4250473
Ohio,Cincinnati,VISA,Incorrect PIN,7075.329586
California,San Jose,MASTERCARD,Approved,4505.945736
Michigan,Ann Arbor,VISA,Approved,6272.047942
California,Mountain View,AMEX,Do not honor,7929.730476
Ohio,Cincinnati,AMEX,Insufficient funds,18.749461
California,Mountain View,MASTERCARD,Incorrect PIN,4671.172557
California,Mountain View,VISA,Approved,705.59185
California,San Jose,VISA,Approved,2563.787607
California,Mountain View,DISCOVER,Invalid transaction,3051.898363
California,Brea,MASTERCARD,Insufficient funds,1295.131484
California,Mountain View,VISA,Expired card,2009.933368
California,Mountain View,AMEX,Approved,6102.216253
Washington,Redmond,VISA,Approved,60.29925143
California,Mountain View,VISA,Approved,1483.6096
California,Mountain View,VISA,Approved,3437.749155
New Jersey,Absecon,MASTERCARD,Approved,5476.634223
California,Mountain View,AMEX,Approved,712.7804949
Washington,Redmond,MASTERCARD,Approved,736.1892016
California,Mountain View,VISA,Insufficient funds,14.1187395
California,Mountain View,MASTERCARD,Approved,865.0420142
Illinois,Arlington Heights,MASTERCARD,Approved,1142.50494
Ohio,Cincinnati,AMEX,Do not honor,3550.745567
Washington,Redmond,VISA,Approved,1870.116632
New York,New York,AMEX,Pick-up card,1741.704291
Washington,Redmond,MASTERCARD,Do not honor,5266.581112
Washington,Redmond,VISA,Insufficient funds,1215.713463
California,Cupertino,VISA,Incorrect PIN,79.36130252
California,Mountain View,VISA,Approved,6.695335076
Washington,Redmond,MASTERCARD,Approved,1208.95151
California,Menlo Park,VISA,Approved,5089.571733
California,Menlo Park,AMEX,Approved,3293.703885
California,Mountain View,MASTERCARD,Approved,2375.352788
Ohio,Cincinnati,MASTERCARD,Approved,1052.981109
California,Mountain View,VISA,Approved,4538.648426
California,Mountain View,MASTERCARD,Approved,400.7743417
New Mexico,Albuquerque,MASTERCARD,Incorrect PIN,3495.371565
Washington,Redmond,MASTERCARD,Approved,1052.501389
Pennsylvania,Allison Park,MASTERCARD,Approved,25.30147956
Washington,Seattle,DISCOVER,Approved,1700.103783
California,Menlo Park,MASTERCARD,Approved,1517.163009
California,Menlo Park,MASTERCARD,Approved,1537.466054
Michigan,Ann Arbor,MASTERCARD,Do not honor,1630.158139
California,Mountain View,MASTERCARD,Incorrect PIN,273.4324307
California,Mountain View,DISCOVER,Approved,2396.814895
Florida,Gainesville,VISA,Approved,6516.946317
Florida,Cape Coral,VISA,Incorrect PIN,3096.739807
Ohio,Cincinnati,VISA,Approved,100.481506
California,Mountain View,MASTERCARD,Do not honor,218.2641911
California,Mountain View,VISA,Approved,2179.303507
California,Berkeley,AMEX,Do not honor,499.4953157
Maryland,Baltimore,DISCOVER,Incorrect PIN,3676.835896
Ohio,Cincinnati,VISA,Approved,3136.449084
California,Menlo Park,VISA,Approved,1595.084516
California,Mountain View,VISA,Do not honor,1993.281698
California,San Francisco,MASTERCARD,Approved,1520.921477
California,San Francisco,DISCOVER,Do not honor,1859.393759
Florida,Miami,VISA,Approved,60.02552207
California,Santa Rosa,MASTERCARD,Do not honor,102.8048864
California,Menlo Park,MASTERCARD,Approved,672.1144358
California,Mountain View,AMEX,Approved,1415.636459
California,Sunnyvale,VISA,Approved,3444.691745
California,Mountain View,MASTERCARD,Approved,188.3263419
Florida,Orlando,MASTERCARD,Approved,1850.049609
Washington,Seattle,VISA,Approved,2847.824956
Ohio,Cincinnati,VISA,Approved,290.4061202
Illinois,Highland Park,MASTERCARD,Do not honor,2062.280031
Washington,Seattle,VISA,Insufficient funds,1001.753752
Washington,Redmond,DISCOVER,Incorrect PIN,37.46472314
Washington,Redmond,MASTERCARD,Approved,187.6379199
Washington,Redmond,AMEX,Do not honor,1094.368121
Washington,Redmond,VISA,Approved,1377.810367
Washington,Redmond,AMEX,Incorrect PIN,1117.807069
Ohio,Cincinnati,MASTERCARD,Approved,1135.309834
California,Mountain View,VISA,Approved,12.66871207
Washington,Redmond,MASTERCARD,Approved,2982.759737
California,Menlo Park,MASTERCARD,Do not honor,383.8713143
Ohio,Cincinnati,AMEX,Approved,1467.272618
Washington,Redmond,MASTERCARD,Pick-up card,329.9675624
Washington,Redmond,MASTERCARD,Invalid transaction,944.4904658
Washington,Seattle,MASTERCARD,Approved,4.603360096
Washington,Redmond,AMEX,Approved,1975.710675
Missouri,Kansas City,VISA,Do not honor,670.6188837
New York,Brooklyn,AMEX,Approved,353.6398035
Ohio,Cincinnati,MASTERCARD,Approved,3535.06094
California,San Jose,VISA,Do not honor,515.6942411
California,Menlo Park,VISA,Approved,1957.5889
California,Menlo Park,MASTERCARD,Approved,4711.98571
Washington,Redmond,MASTERCARD,Approved,2073.083186
Ohio,Cincinnati,VISA,Do not honor,313.0030776
Washington,Seattle,VISA,Insufficient funds,49.41781333
Washington,Redmond,VISA,Approved,2826.668584
Virginia,Ashburn,VISA,Approved,2613.195927
Washington,Redmond,MASTERCARD,Do not honor,656.4547599
Washington,Seattle,AMEX,Invalid transaction,273.4559523
Oklahoma,Tulsa,AMEX,Insufficient funds,3206.845575
Ohio,Cincinnati,MASTERCARD,Approved,6623.114988
Washington,Redmond,MASTERCARD,Approved,490.7469106
California,Menlo Park,MASTERCARD,Approved,2969.836748
Washington,Seattle,MASTERCARD,Approved,6737.766054
California,Mountain View,MASTERCARD,Do not honor,103.0271379
California,Mountain View,MASTERCARD,Invalid transaction,3657.876788
Washington,Redmond,MASTERCARD,Insufficient funds,185.7364465
Ohio,Cincinnati,MASTERCARD,Incorrect PIN,1578.733912
Washington,Redmond,VISA,Approved,7381.956876
Illinois,Wilmette,VISA,Do not honor,3444.350319
New York,Brooklyn,AMEX,Approved,50.19022192
Washington,Redmond,VISA,Approved,184.0780491
California,Menlo Park,AMEX,Approved,10106.72779
Missouri,Kansas City,VISA,Do not honor,1377.54353
Washington,Redmond,VISA,Invalid transaction,31.08112272
Washington,Redmond,VISA,Insufficient funds,213.9555984
Washington,Seattle,AMEX,Approved,6297.982724
Washington,Redmond,VISA,Approved,293.8808368
California,Menlo Park,AMEX,Approved,283.6840479
Georgia,Duluth,MASTERCARD,Approved,222.5845665
California,Mountain View,MASTERCARD,Approved,1716.471377
Washington,Redmond,VISA,Approved,3279.597961
Washington,Redmond,MASTERCARD,Do not honor,4138.836674
Washington,Redmond,MASTERCARD,Approved,1913.725838
Ohio,Cincinnati,VISA,Approved,140.8006083
California,Mountain View,VISA,Approved,396.5809744
New York,New York,VISA,Insufficient funds,192.0941909
California,Mountain View,AMEX,Approved,1630.622441
California,Mountain View,MASTERCARD,Issuer unavailable,3319.646547
Virginia,Ashburn,AMEX,Approved,1133.663535
Washington,Seattle,VISA,Issuer unavailable,172.7395937
California,Mountain View,AMEX,Approved,4875.574905
California,Mountain View,VISA,Approved,3051.47382
Rhode Island,Little Compton,MASTERCARD,Approved,778.3392178
California,Mountain View,AMEX,Approved,1877.053715
California,Mountain View,VISA,Approved,6194.9242
Washington,Redmond,DISCOVER,Expired card,42.67547456
California,Menlo Park,VISA,Incorrect PIN,7630.294726
California,Menlo Park,AMEX,Approved,3760.484623
Washington,Redmond,MASTERCARD,Do not honor,1217.945635
California,Mountain View,MASTERCARD,Issuer unavailable,95.59323477
New York,New York Mills,AMEX,Approved,3981.983449
New Jersey,Parsippany,MASTERCARD,Insufficient funds,1873.989191
Virginia,Ashburn,MASTERCARD,Issuer unavailable,3920.212375
Ohio,Cincinnati,VISA,Approved,2265.461391
Florida,Miami,AMEX,Approved,1999.832797
Washington,Redmond,AMEX,Approved,2236.177338
California,Sunnyvale,DISCOVER,Do not honor,584.9163867
Ohio,Cincinnati,MASTERCARD,Insufficient funds,604.1695244
California,Mountain View,MASTERCARD,Issuer unavailable,1.932981087
California,Mountain View,VISA,Approved,6275.164994
California,Mountain View,AMEX,Do not honor,2658.372168
Ohio,Cincinnati,VISA,Issuer unavailable,280.6068646
Washington,Redmond,VISA,Approved,217.5696526
Washington,Redmond,MASTERCARD,Incorrect PIN,1355.895317
