"_time",Casual,Member,"_span"
1435636800,100,333,3600
1435640400,72,254,3600
1435644000,39,93,3600
1435647600,18,34,3600
1435651200,4,12,3600
1435654800,8,9,3600
1435658400,0,6,3600
1435662000,1,9,3600
1435665600,1,102,3600
1435669200,11,334,3600
1435672800,40,852,3600
1435676400,59,1161,3600
1435680000,66,406,3600
1435683600,77,196,3600
1435687200,107,247,3600
1435690800,161,336,3600
1435694400,148,315,3600
1435698000,161,295,3600
1435701600,158,327,3600
1435705200,196,585,3600
1435708800,228,1303,3600
1435712400,185,1188,3600
1435716000,173,728,3600
1435719600,126,516,3600
1435723200,96,479,3600
1435726800,74,285,3600
1435730400,31,116,3600
1435734000,16,44,3600
1435737600,2,1,3600
1435741200,3,5,3600
1435744800,1,2,3600
1435748400,1,8,3600
1435752000,2,70,3600
1435755600,11,287,3600
1435759200,41,784,3600
1435762800,54,1103,3600
1435766400,92,490,3600
1435770000,109,201,3600
1435773600,186,255,3600
1435777200,168,342,3600
1435780800,185,330,3600
1435784400,229,254,3600
1435788000,241,311,3600
1435791600,214,580,3600
1435795200,215,1126,3600
1435798800,87,836,3600
1435802400,147,677,3600
1435806000,157,476,3600
1435809600,67,364,3600
1435813200,44,234,3600
1435816800,36,135,3600
1435820400,22,56,3600
1435824000,9,17,3600
1435827600,1,6,3600
1435831200,0,5,3600
1435834800,0,6,3600
1435838400,3,74,3600
1435842000,5,108,3600
1435845600,25,382,3600
1435849200,43,916,3600
1435852800,71,477,3600
1435856400,77,229,3600
1435860000,128,275,3600
1435863600,138,384,3600
1435867200,214,410,3600
1435870800,206,484,3600
1435874400,224,640,3600
1435878000,198,750,3600
1435881600,222,862,3600
1435885200,199,845,3600
1435888800,199,540,3600
1435892400,168,452,3600
1435896000,135,337,3600
1435899600,107,282,3600
1435903200,94,232,3600
1435906800,49,123,3600
1435910400,25,92,3600
1435914000,26,72,3600
1435917600,8,20,3600
1435921200,2,9,3600
1435924800,9,30,3600
1435928400,10,55,3600
1435932000,20,108,3600
1435935600,64,209,3600
1435939200,164,316,3600
1435942800,349,417,3600
1435946400,437,510,3600
1435950000,580,511,3600
1435953600,654,536,3600
1435957200,767,494,3600
1435960800,665,512,3600
1435964400,687,535,3600
1435968000,603,478,3600
1435971600,427,402,3600
1435975200,290,212,3600
1435978800,229,229,3600
1435982400,147,213,3600
1435986000,138,124,3600
1435989600,79,155,3600
1435993200,94,94,3600
1435996800,33,93,3600
1436000400,22,64,3600
1436004000,19,34,3600
1436007600,22,4,3600
1436011200,7,15,3600
1436014800,17,28,3600
1436018400,25,61,3600
1436022000,77,157,3600
1436025600,41,71,3600
1436029200,86,144,3600
1436032800,308,286,3600
1436036400,413,349,3600
1436040000,597,363,3600
1436043600,690,425,3600
1436047200,779,423,3600
1436050800,186,126,3600
1436054400,284,187,3600
1436058000,446,246,3600
1436061600,435,280,3600
1436065200,376,291,3600
1436068800,366,343,3600
1436072400,304,257,3600
1436076000,128,192,3600
1436079600,145,173,3600
1436083200,50,84,3600
1436086800,46,60,3600
1436090400,27,32,3600
1436094000,26,14,3600
1436097600,16,14,3600
1436101200,13,23,3600
1436104800,24,52,3600
1436108400,110,127,3600
1436112000,198,225,3600
1436115600,364,352,3600
1436119200,525,454,3600
1436122800,587,454,3600
1436126400,580,502,3600
1436130000,586,390,3600
1436133600,491,450,3600
1436137200,558,502,3600
1436140800,494,454,3600
1436144400,366,502,3600
1436148000,272,336,3600
1436151600,229,244,3600
1436155200,202,303,3600
1436158800,178,147,3600
1436162400,124,94,3600
1436166000,48,30,3600
1436169600,23,20,3600
1436173200,6,5,3600
1436176800,10,4,3600
1436180400,6,7,3600
1436184000,2,69,3600
1436187600,10,216,3600
1436191200,31,639,3600
1436194800,51,926,3600
1436198400,100,426,3600
1436202000,171,177,3600
1436205600,189,253,3600
1436209200,177,298,3600
1436212800,235,327,3600
1436216400,248,267,3600
1436220000,190,363,3600
1436223600,216,548,3600
1436227200,215,1046,3600
1436230800,157,1003,3600
1436234400,129,646,3600
1436238000,139,445,3600
1436241600,152,295,3600
1436245200,65,187,3600
1436248800,44,91,3600
1436252400,23,37,3600
1436256000,10,19,3600
1436259600,1,8,3600
1436263200,1,4,3600
1436266800,0,10,3600
1436270400,5,92,3600
1436274000,10,333,3600
1436277600,33,864,3600
1436281200,62,1138,3600
1436284800,99,462,3600
1436288400,143,226,3600
1436292000,129,240,3600
1436295600,179,337,3600
1436299200,118,306,3600
1436302800,175,233,3600
1436306400,211,340,3600
1436310000,168,578,3600
1436313600,244,1288,3600
1436317200,208,1120,3600
1436320800,164,758,3600
1436324400,162,585,3600
1436328000,118,455,3600
1436331600,94,273,3600
1436335200,36,124,3600
1436338800,7,50,3600
1436342400,5,23,3600
1436346000,2,13,3600
1436349600,0,4,3600
1436353200,0,16,3600
1436356800,1,102,3600
1436360400,11,331,3600
1436364000,30,862,3600
1436367600,51,1164,3600
1436371200,101,483,3600
1436374800,146,227,3600
1436378400,149,249,3600
1436382000,134,303,3600
1436385600,153,333,3600
1436389200,165,242,3600
1436392800,140,232,3600
1436396400,122,433,3600
1436400000,93,655,3600
1436403600,68,468,3600
1436407200,98,617,3600
1436410800,78,444,3600
1436414400,57,272,3600
1436418000,50,175,3600
1436421600,22,114,3600
1436425200,6,48,3600
1436428800,23,18,3600
1436432400,4,5,3600
1436436000,0,5,3600
1436439600,0,6,3600
1436443200,6,88,3600
1436446800,13,312,3600
1436450400,25,885,3600
1436454000,47,1109,3600
1436457600,96,460,3600
1436461200,110,211,3600
1436464800,163,222,3600
1436468400,155,296,3600
1436472000,152,319,3600
1436475600,156,262,3600
1436479200,166,290,3600
1436482800,131,589,3600
1436486400,146,1186,3600
1436490000,126,916,3600
1436493600,117,607,3600
1436497200,103,548,3600
1436500800,78,390,3600
1436504400,60,240,3600
1436508000,33,117,3600
1436511600,29,72,3600
1436515200,17,30,3600
1436518800,6,22,3600
1436522400,1,10,3600
1436526000,0,7,3600
1436529600,6,91,3600
1436533200,23,292,3600
1436536800,50,720,3600
1436540400,71,1103,3600
1436544000,112,493,3600
1436547600,131,249,3600
1436551200,177,270,3600
1436554800,194,407,3600
1436558400,210,415,3600
1436562000,231,334,3600
1436565600,272,426,3600
1436569200,233,673,3600
1436572800,243,1138,3600
1436576400,218,1062,3600
1436580000,255,726,3600
1436583600,210,479,3600
1436587200,159,400,3600
1436590800,129,303,3600
1436594400,95,219,3600
1436598000,56,173,3600
1436601600,34,111,3600
1436605200,12,65,3600
1436608800,2,20,3600
1436612400,2,5,3600
1436616000,1,8,3600
1436619600,4,45,3600
1436623200,3,60,3600
1436626800,28,174,3600
1436630400,101,329,3600
1436634000,194,420,3600
1436637600,279,549,3600
1436641200,420,616,3600
1436644800,472,570,3600
1436648400,478,597,3600
1436652000,488,597,3600
1436655600,468,511,3600
1436659200,390,541,3600
1436662800,398,564,3600
1436666400,362,439,3600
1436670000,251,422,3600
1436673600,158,292,3600
1436677200,164,258,3600
1436680800,82,207,3600
1436684400,43,179,3600
1436688000,48,129,3600
1436691600,24,104,3600
1436695200,9,31,3600
1436698800,3,17,3600
1436702400,5,10,3600
1436706000,9,24,3600
1436709600,11,86,3600
1436713200,51,167,3600
1436716800,149,286,3600
1436720400,265,458,3600
1436724000,326,544,3600
1436727600,428,571,3600
1436731200,403,579,3600
1436734800,386,574,3600
1436738400,363,549,3600
1436742000,395,594,3600
1436745600,316,569,3600
1436749200,276,568,3600
1436752800,217,461,3600
1436756400,223,349,3600
1436760000,184,274,3600
1436763600,111,186,3600
1436767200,69,88,3600
1436770800,35,35,3600
1436774400,8,21,3600
1436778000,1,7,3600
1436781600,1,2,3600
1436785200,1,7,3600
1436788800,1,87,3600
1436792400,15,290,3600
1436796000,37,767,3600
1436799600,29,597,3600
1436803200,66,368,3600
1436806800,107,211,3600
1436810400,90,155,3600
1436814000,78,236,3600
1436817600,130,309,3600
1436821200,169,248,3600
1436824800,208,332,3600
1436828400,182,592,3600
1436832000,182,1221,3600
1436835600,141,1046,3600
1436839200,126,700,3600
1436842800,117,513,3600
1436846400,87,336,3600
1436850000,41,185,3600
1436853600,12,95,3600
1436857200,31,71,3600
1436860800,11,18,3600
1436864400,1,9,3600
1436868000,3,8,3600
1436871600,4,11,3600
1436875200,2,97,3600
1436878800,16,333,3600
1436882400,19,864,3600
1436886000,56,1092,3600
1436889600,41,422,3600
1436893200,133,225,3600
1436896800,120,236,3600
1436900400,145,345,3600
1436904000,168,304,3600
1436907600,134,267,3600
1436911200,145,300,3600
1436914800,137,564,3600
1436918400,183,1250,3600
1436922000,177,1146,3600
1436925600,146,791,3600
1436929200,98,542,3600
1436932800,85,340,3600
1436936400,60,246,3600
1436940000,60,135,3600
1436943600,21,52,3600
1436947200,1,10,3600
1436950800,2,4,3600
1436954400,0,1,3600
1436958000,0,18,3600
1436961600,4,108,3600
1436965200,17,323,3600
1436968800,57,892,3600
1436972400,61,1268,3600
1436976000,76,502,3600
1436979600,105,242,3600
1436983200,96,229,3600
1436986800,137,299,3600
1436990400,123,298,3600
1436994000,104,261,3600
1436997600,155,345,3600
1437001200,155,586,3600
1437004800,167,1196,3600
1437008400,206,1200,3600
1437012000,216,778,3600
1437015600,153,626,3600
1437019200,80,417,3600
1437022800,62,260,3600
1437026400,41,134,3600
1437030000,31,62,3600
1437033600,3,14,3600
1437037200,6,8,3600
1437040800,2,1,3600
1437044400,0,11,3600
1437048000,5,89,3600
1437051600,17,311,3600
1437055200,24,884,3600
1437058800,58,1228,3600
1437062400,82,516,3600
1437066000,141,238,3600
1437069600,143,281,3600
1437073200,175,421,3600
1437076800,147,365,3600
1437080400,172,300,3600
1437084000,208,375,3600
1437087600,188,686,3600
1437091200,175,1339,3600
1437094800,195,1249,3600
1437098400,192,876,3600
1437102000,177,614,3600
1437105600,135,391,3600
1437109200,145,322,3600
1437112800,95,160,3600
1437116400,37,76,3600
1437120000,23,42,3600
1437123600,15,18,3600
1437127200,1,4,3600
1437130800,5,8,3600
1437134400,11,91,3600
1437138000,11,265,3600
1437141600,39,734,3600
1437145200,70,1110,3600
1437148800,98,503,3600
1437152400,146,246,3600
1437156000,207,268,3600
1437159600,262,388,3600
1437163200,215,359,3600
1437166800,277,352,3600
1437170400,258,466,3600
1437174000,233,702,3600
1437177600,243,1195,3600
1437181200,215,918,3600
1437184800,181,643,3600
1437188400,158,423,3600
1437192000,123,324,3600
1437195600,96,304,3600
1437199200,53,211,3600
1437202800,38,159,3600
1437206400,35,127,3600
1437210000,9,88,3600
1437213600,14,25,3600
1437217200,5,9,3600
1437220800,3,9,3600
1437224400,11,48,3600
1437228000,37,121,3600
1437231600,79,260,3600
1437235200,106,290,3600
1437238800,89,226,3600
1437242400,207,423,3600
1437246000,323,493,3600
1437249600,418,499,3600
1437253200,406,518,3600
1437256800,458,515,3600
1437260400,361,450,3600
1437264000,338,406,3600
1437267600,350,474,3600
1437271200,348,454,3600
1437274800,293,381,3600
1437278400,203,263,3600
1437282000,182,235,3600
1437285600,113,197,3600
1437289200,89,150,3600
1437292800,40,131,3600
1437296400,24,82,3600
1437300000,21,36,3600
1437303600,7,11,3600
1437307200,3,14,3600
1437310800,21,27,3600
1437314400,27,64,3600
1437318000,108,160,3600
1437321600,175,286,3600
1437325200,362,447,3600
1437328800,386,476,3600
1437332400,381,467,3600
1437336000,306,417,3600
1437339600,357,425,3600
1437343200,305,415,3600
1437346800,302,421,3600
1437350400,310,424,3600
1437354000,246,394,3600
1437357600,222,382,3600
1437361200,205,316,3600
1437364800,164,218,3600
1437368400,71,158,3600
1437372000,23,72,3600
1437375600,24,35,3600
1437379200,9,9,3600
1437382800,4,7,3600
1437386400,0,4,3600
1437390000,1,10,3600
1437393600,3,88,3600
1437397200,13,276,3600
1437400800,27,724,3600
1437404400,64,913,3600
1437408000,87,381,3600
1437411600,140,174,3600
1437415200,168,215,3600
1437418800,153,312,3600
1437422400,174,250,3600
1437426000,150,195,3600
1437429600,178,241,3600
1437433200,191,515,3600
1437436800,188,1137,3600
1437440400,159,1096,3600
1437444000,172,707,3600
1437447600,156,565,3600
1437451200,107,358,3600
1437454800,88,221,3600
1437458400,62,105,3600
1437462000,5,36,3600
1437465600,3,10,3600
1437469200,1,8,3600
1437472800,2,3,3600
1437476400,0,13,3600
1437480000,3,84,3600
1437483600,15,304,3600
1437487200,49,816,3600
1437490800,64,1070,3600
1437494400,70,463,3600
1437498000,122,197,3600
1437501600,171,229,3600
1437505200,161,291,3600
1437508800,163,329,3600
1437512400,155,266,3600
1437516000,192,324,3600
1437519600,165,555,3600
1437523200,202,1244,3600
1437526800,185,1164,3600
1437530400,134,744,3600
1437534000,146,565,3600
1437537600,104,429,3600
1437541200,82,299,3600
1437544800,52,122,3600
1437548400,22,42,3600
1437552000,13,22,3600
1437555600,9,8,3600
1437559200,5,2,3600
1437562800,4,11,3600
1437566400,12,100,3600
1437570000,27,373,3600
1437573600,41,931,3600
1437577200,67,1161,3600
1437580800,84,501,3600
1437584400,115,289,3600
1437588000,168,327,3600
1437591600,163,380,3600
1437595200,169,311,3600
1437598800,158,277,3600
1437602400,202,346,3600
1437606000,208,628,3600
1437609600,240,1337,3600
1437613200,188,1163,3600
1437616800,192,806,3600
1437620400,164,612,3600
1437624000,112,434,3600
1437627600,75,273,3600
1437631200,30,132,3600
1437634800,31,66,3600
1437638400,9,27,3600
1437642000,4,14,3600
1437645600,1,6,3600
1437649200,0,14,3600
1437652800,3,79,3600
1437656400,9,316,3600
1437660000,47,916,3600
1437663600,63,1158,3600
1437667200,71,482,3600
1437670800,155,217,3600
1437674400,149,261,3600
1437678000,148,425,3600
1437681600,193,375,3600
1437685200,191,298,3600
1437688800,186,351,3600
1437692400,192,649,3600
1437696000,257,1307,3600
1437699600,239,1180,3600
1437703200,194,811,3600
1437706800,189,625,3600
1437710400,136,384,3600
1437714000,83,291,3600
1437717600,25,165,3600
1437721200,18,77,3600
1437724800,27,41,3600
1437728400,11,18,3600
1437732000,2,6,3600
1437735600,0,11,3600
1437739200,8,84,3600
1437742800,20,272,3600
1437746400,39,758,3600
1437750000,59,1142,3600
1437753600,119,525,3600
1437757200,185,287,3600
1437760800,202,331,3600
1437764400,215,401,3600
1437768000,221,413,3600
1437771600,210,386,3600
1437775200,239,469,3600
1437778800,279,738,3600
1437782400,282,1247,3600
1437786000,280,971,3600
1437789600,254,593,3600
1437793200,258,464,3600
1437796800,138,327,3600
1437800400,126,289,3600
1437804000,88,209,3600
1437807600,49,123,3600
1437811200,20,88,3600
1437814800,27,57,3600
1437818400,12,31,3600
1437822000,8,14,3600
1437825600,9,13,3600
1437829200,19,40,3600
1437832800,50,119,3600
1437836400,89,270,3600
1437840000,209,377,3600
1437843600,318,418,3600
1437847200,385,552,3600
1437850800,476,525,3600
1437854400,507,540,3600
1437858000,484,543,3600
1437861600,525,520,3600
1437865200,512,447,3600
1437868800,481,490,3600
1437872400,415,474,3600
1437876000,344,422,3600
1437879600,286,347,3600
1437883200,256,255,3600
1437886800,190,247,3600
1437890400,136,183,3600
1437894000,76,157,3600
1437897600,26,104,3600
1437901200,22,66,3600
1437904800,14,34,3600
1437908400,0,8,3600
1437912000,5,12,3600
1437915600,11,24,3600
1437919200,42,62,3600
1437922800,62,153,3600
1437926400,223,350,3600
1437930000,300,415,3600
1437933600,302,487,3600
1437937200,441,462,3600
1437940800,372,493,3600
1437944400,432,500,3600
1437948000,423,517,3600
1437951600,408,529,3600
1437955200,368,517,3600
1437958800,328,478,3600
1437962400,290,447,3600
1437966000,229,334,3600
1437969600,143,217,3600
1437973200,86,185,3600
1437976800,79,81,3600
1437980400,40,29,3600
1437984000,26,12,3600
1437987600,7,11,3600
1437991200,1,4,3600
1437994800,2,4,3600
1437998400,0,37,3600
1438002000,11,240,3600
1438005600,28,692,3600
1438009200,71,955,3600
1438012800,80,434,3600
1438016400,182,203,3600
1438020000,177,225,3600
1438023600,216,311,3600
1438027200,223,299,3600
1438030800,201,262,3600
1438034400,47,101,3600
1438038000,129,425,3600
1438041600,228,1174,3600
1438045200,193,1129,3600
1438048800,212,713,3600
1438052400,155,556,3600
1438056000,135,358,3600
1438059600,78,160,3600
1438063200,40,103,3600
1438066800,24,44,3600
1438070400,15,20,3600
1438074000,0,17,3600
1438077600,2,0,3600
1438081200,1,10,3600
1438084800,4,81,3600
1438088400,15,362,3600
1438092000,26,907,3600
1438095600,66,1185,3600
1438099200,130,486,3600
1438102800,202,190,3600
1438106400,244,263,3600
1438110000,204,329,3600
1438113600,204,319,3600
1438117200,221,243,3600
1438120800,213,335,3600
1438124400,195,611,3600
1438128000,203,1250,3600
1438131600,170,1139,3600
1438135200,94,452,3600
1438138800,119,501,3600
1438142400,85,342,3600
1438146000,46,227,3600
1438149600,45,135,3600
1438153200,17,43,3600
1438156800,16,14,3600
1438160400,14,10,3600
1438164000,7,7,3600
1438167600,1,9,3600
1438171200,4,109,3600
1438174800,16,341,3600
1438178400,27,862,3600
1438182000,66,1190,3600
1438185600,74,471,3600
1438189200,141,216,3600
1438192800,160,271,3600
1438196400,158,307,3600
1438200000,206,306,3600
1438203600,202,258,3600
1438207200,184,276,3600
1438210800,163,585,3600
1438214400,207,1186,3600
1438218000,218,1101,3600
1438221600,184,779,3600
1438225200,137,606,3600
1438228800,109,391,3600
1438232400,83,261,3600
1438236000,34,143,3600
1438239600,39,62,3600
1438243200,14,29,3600
1438246800,4,4,3600
1438250400,4,8,3600
1438254000,0,7,3600
1438257600,4,91,3600
1438261200,18,320,3600
1438264800,34,789,3600
1438268400,51,1105,3600
1438272000,86,464,3600
1438275600,101,210,3600
1438279200,140,238,3600
1438282800,143,316,3600
1438286400,152,303,3600
1438290000,31,50,3600
1438293600,105,251,3600
1438297200,156,585,3600
1438300800,171,1099,3600
1438304400,145,1035,3600
1438308000,138,774,3600
1438311600,121,513,3600
1438315200,61,359,3600
1438318800,56,249,3600
1438322400,29,144,3600
1438326000,17,64,3600
1438329600,11,38,3600
1438333200,2,20,3600
1438336800,2,5,3600
1438340400,3,13,3600
1438344000,4,81,3600
1438347600,23,284,3600
1438351200,26,728,3600
1438354800,71,1061,3600
1438358400,80,506,3600
1438362000,140,229,3600
1438365600,163,326,3600
1438369200,172,421,3600
1438372800,193,409,3600
1438376400,180,354,3600
1438380000,213,445,3600
1438383600,203,726,3600
1438387200,217,1072,3600
1438390800,224,902,3600
1438394400,246,619,3600
1438398000,187,509,3600
1438401600,137,336,3600
1438405200,139,250,3600
1438408800,98,247,3600
1438412400,29,151,3600
1438416000,22,101,3600
1438419600,14,73,3600
1438423200,12,18,3600
1438426800,2,7,3600
1438430400,6,11,3600
1438434000,21,54,3600
1438437600,25,107,3600
1438441200,71,218,3600
1438444800,143,413,3600
1438448400,270,485,3600
1438452000,283,477,3600
1438455600,413,532,3600
1438459200,461,561,3600
1438462800,467,496,3600
1438466400,440,528,3600
1438470000,448,439,3600
1438473600,433,473,3600
1438477200,332,485,3600
1438480800,332,397,3600
1438484400,240,319,3600
1438488000,201,336,3600
1438491600,167,222,3600
1438495200,108,200,3600
1438498800,79,168,3600
1438502400,43,124,3600
1438506000,18,91,3600
1438509600,24,40,3600
1438513200,13,12,3600
1438516800,7,12,3600
1438520400,10,20,3600
1438524000,33,76,3600
1438527600,88,157,3600
1438531200,174,301,3600
1438534800,284,445,3600
1438538400,385,456,3600
1438542000,398,573,3600
1438545600,381,547,3600
1438549200,436,493,3600
1438552800,349,522,3600
1438556400,436,574,3600
1438560000,321,479,3600
1438563600,314,529,3600
1438567200,236,443,3600
1438570800,189,343,3600
1438574400,139,239,3600
1438578000,121,159,3600
1438581600,72,94,3600
1438585200,33,29,3600
1438588800,12,12,3600
1438592400,5,6,3600
1438596000,0,3,3600
1438599600,3,8,3600
1438603200,1,82,3600
1438606800,8,310,3600
1438610400,17,785,3600
1438614000,56,994,3600
1438617600,126,484,3600
1438621200,171,233,3600
1438624800,235,265,3600
1438628400,181,309,3600
1438632000,170,308,3600
1438635600,224,293,3600
1438639200,235,336,3600
1438642800,173,576,3600
1438646400,202,1202,3600
1438650000,220,1122,3600
1438653600,216,783,3600
1438657200,192,489,3600
1438660800,114,411,3600
1438664400,70,223,3600
1438668000,50,108,3600
1438671600,25,42,3600
1438675200,8,18,3600
1438678800,3,9,3600
1438682400,1,1,3600
1438686000,3,11,3600
1438689600,5,97,3600
1438693200,16,347,3600
1438696800,49,853,3600
1438700400,58,1145,3600
1438704000,94,454,3600
1438707600,159,190,3600
1438711200,142,240,3600
1438714800,134,313,3600
1438718400,153,323,3600
1438722000,155,278,3600
1438725600,154,321,3600
1438729200,162,585,3600
1438732800,209,1203,3600
1438736400,185,1097,3600
1438740000,161,728,3600
1438743600,129,481,3600
1438747200,101,304,3600
1438750800,69,233,3600
1438754400,37,141,3600
1438758000,13,40,3600
1438761600,5,10,3600
1438765200,1,8,3600
1438768800,2,3,3600
1438772400,1,8,3600
1438776000,3,104,3600
1438779600,13,316,3600
1438783200,45,859,3600
1438786800,60,1151,3600
1438790400,89,537,3600
1438794000,116,245,3600
1438797600,123,290,3600
1438801200,178,345,3600
1438804800,189,336,3600
1438808400,193,252,3600
1438812000,195,339,3600
1438815600,214,637,3600
1438819200,205,1250,3600
1438822800,182,1189,3600
1438826400,201,771,3600
1438830000,138,579,3600
1438833600,114,364,3600
1438837200,83,300,3600
1438840800,45,160,3600
1438844400,34,57,3600
1438848000,2,28,3600
1438851600,6,7,3600
1438855200,1,3,3600
1438858800,0,5,3600
1438862400,4,79,3600
1438866000,12,311,3600
1438869600,46,886,3600
1438873200,73,1209,3600
1438876800,97,570,3600
1438880400,146,279,3600
1438884000,199,263,3600
1438887600,191,357,3600
1438891200,186,295,3600
1438894800,216,278,3600
1438898400,216,367,3600
1438902000,208,607,3600
1438905600,216,1286,3600
1438909200,211,1166,3600
1438912800,155,725,3600
1438916400,116,536,3600
1438920000,114,281,3600
1438923600,65,246,3600
1438927200,51,211,3600
1438930800,27,92,3600
1438934400,12,41,3600
1438938000,2,21,3600
1438941600,0,4,3600
1438945200,4,8,3600
1438948800,6,74,3600
1438952400,11,223,3600
1438956000,31,628,3600
1438959600,48,1032,3600
1438963200,86,544,3600
1438966800,122,262,3600
1438970400,155,293,3600
1438974000,208,392,3600
1438977600,202,439,3600
1438981200,228,337,3600
1438984800,204,459,3600
1438988400,242,685,3600
1438992000,282,1092,3600
1438995600,246,936,3600
1438999200,235,563,3600
1439002800,161,419,3600
1439006400,130,298,3600
1439010000,111,284,3600
1439013600,74,228,3600
1439017200,41,135,3600
1439020800,33,107,3600
1439024400,22,72,3600
1439028000,10,30,3600
1439031600,4,12,3600
1439035200,4,22,3600
1439038800,23,52,3600
1439042400,45,109,3600
1439046000,77,222,3600
1439049600,160,381,3600
1439053200,269,471,3600
1439056800,358,506,3600
1439060400,485,584,3600
1439064000,513,568,3600
1439067600,615,572,3600
1439071200,553,499,3600
1439074800,459,451,3600
1439078400,549,511,3600
1439082000,360,507,3600
1439085600,396,358,3600
1439089200,260,329,3600
1439092800,243,249,3600
1439096400,206,212,3600
1439100000,158,168,3600
1439103600,103,172,3600
1439107200,69,118,3600
1439110800,41,68,3600
1439114400,7,29,3600
1439118000,0,12,3600
1439121600,7,8,3600
1439125200,18,28,3600
1439128800,28,70,3600
1439132400,46,175,3600
1439136000,191,260,3600
1439139600,338,464,3600
1439143200,355,493,3600
1439146800,356,582,3600
1439150400,482,549,3600
1439154000,477,525,3600
1439157600,378,507,3600
1439161200,418,500,3600
1439164800,387,512,3600
1439168400,330,487,3600
1439172000,279,400,3600
1439175600,190,304,3600
1439179200,208,233,3600
1439182800,135,149,3600
1439186400,80,83,3600
1439190000,44,28,3600
1439193600,8,20,3600
1439197200,6,3,3600
1439200800,6,2,3600
1439204400,0,2,3600
1439208000,2,39,3600
1439211600,11,213,3600
1439215200,27,627,3600
1439218800,46,850,3600
1439222400,89,479,3600
1439226000,158,188,3600
1439229600,144,243,3600
1439233200,180,265,3600
1439236800,190,290,3600
1439240400,208,250,3600
1439244000,243,302,3600
1439247600,167,542,3600
1439251200,240,1227,3600
1439254800,183,1052,3600
1439258400,142,651,3600
1439262000,131,469,3600
1439265600,88,181,3600
1439269200,36,145,3600
1439272800,13,64,3600
1439276400,2,22,3600
1439280000,1,14,3600
1439283600,2,1,3600
1439287200,1,4,3600
1439290800,1,8,3600
1439294400,2,84,3600
1439298000,4,200,3600
1439301600,20,648,3600
1439305200,48,1041,3600
1439308800,67,545,3600
1439312400,106,210,3600
1439316000,149,243,3600
1439319600,143,339,3600
1439323200,181,329,3600
1439326800,165,283,3600
1439330400,157,316,3600
1439334000,143,558,3600
1439337600,173,1309,3600
1439341200,193,1157,3600
1439344800,178,719,3600
1439348400,139,547,3600
1439352000,98,346,3600
1439355600,79,236,3600
1439359200,13,118,3600
1439362800,33,40,3600
1439366400,5,15,3600
1439370000,2,11,3600
1439373600,2,2,3600
1439377200,2,9,3600
1439380800,4,114,3600
1439384400,5,361,3600
1439388000,44,847,3600
1439391600,50,1136,3600
1439395200,107,513,3600
1439398800,123,226,3600
1439402400,158,237,3600
1439406000,190,358,3600
1439409600,156,340,3600
1439413200,194,238,3600
1439416800,181,370,3600
1439420400,200,628,3600
1439424000,159,1335,3600
1439427600,228,1189,3600
1439431200,163,815,3600
1439434800,136,618,3600
1439438400,93,405,3600
1439442000,42,251,3600
1439445600,27,123,3600
1439449200,6,45,3600
1439452800,14,24,3600
1439456400,7,17,3600
1439460000,3,9,3600
1439463600,2,6,3600
1439467200,6,86,3600
1439470800,14,341,3600
1439474400,29,842,3600
1439478000,61,1060,3600
1439481600,86,493,3600
1439485200,129,230,3600
1439488800,143,280,3600
1439492400,164,357,3600
1439496000,163,367,3600
1439499600,154,309,3600
1439503200,182,442,3600
1439506800,207,609,3600
1439510400,212,1330,3600
1439514000,239,1174,3600
1439517600,157,793,3600
1439521200,123,504,3600
1439524800,124,404,3600
1439528400,80,225,3600
1439532000,39,144,3600
1439535600,41,76,3600
1439539200,7,38,3600
1439542800,2,18,3600
1439546400,3,4,3600
1439550000,3,7,3600
1439553600,5,73,3600
1439557200,8,283,3600
1439560800,34,695,3600
1439564400,54,1084,3600
1439568000,93,556,3600
1439571600,164,247,3600
1439575200,208,287,3600
1439578800,243,439,3600
1439582400,252,407,3600
1439586000,273,333,3600
1439589600,235,465,3600
1439593200,255,735,3600
1439596800,254,1189,3600
1439600400,198,887,3600
1439604000,215,521,3600
1439607600,150,409,3600
1439611200,116,341,3600
1439614800,94,240,3600
1439618400,65,243,3600
1439622000,41,134,3600
1439625600,19,93,3600
1439629200,28,71,3600
1439632800,8,33,3600
1439636400,2,8,3600
1439640000,3,19,3600
1439643600,6,48,3600
1439647200,31,115,3600
1439650800,62,242,3600
1439654400,128,357,3600
1439658000,305,455,3600
1439661600,407,535,3600
1439665200,493,583,3600
1439668800,494,522,3600
1439672400,479,422,3600
1439676000,449,501,3600
1439679600,446,471,3600
1439683200,420,428,3600
1439686800,364,445,3600
1439690400,332,416,3600
1439694000,243,314,3600
1439697600,217,249,3600
1439701200,161,190,3600
1439704800,123,170,3600
1439708400,75,118,3600
1439712000,36,98,3600
1439715600,24,68,3600
1439719200,22,33,3600
1439722800,2,7,3600
1439726400,6,12,3600
1439730000,7,30,3600
1439733600,27,62,3600
1439737200,54,182,3600
1439740800,167,311,3600
1439744400,285,429,3600
1439748000,375,506,3600
1439751600,377,532,3600
1439755200,374,471,3600
1439758800,311,494,3600
1439762400,338,434,3600
1439766000,285,469,3600
1439769600,251,476,3600
1439773200,219,449,3600
1439776800,237,432,3600
1439780400,179,308,3600
1439784000,97,193,3600
1439787600,79,139,3600
1439791200,45,67,3600
1439794800,25,27,3600
1439798400,20,8,3600
1439802000,2,6,3600
